Text,Label
"Любопытно для чего они это сделали и какие практические применения видели, легко ли это будет хакнуть",False
"Я одни из них) Если тема настолько неинтересная, что я не хотел бы на нее тратить время, и у меня есть инструмент в виде голосования чтобы на это попытаться повлиять, то почему нет?))",False
Нууу воооот... 🙁,False
"Не только. Производителей этого добра навалом, на aliexpress, Amazon, да и вообще на просторах интернета.",False
"Из всего вышеперечисленного знаю только Завтракаст, Блогнот и Сербанта",False
Это надо выйти и зайти в канал чтобы такое увидеть?,False
другого способа не нашел,False
Ооо да. Телега обновилась. Вышел зашел и появился список,False
"Подскажите, а где была настройка буста звука в хроме, где @umputun чинил? Или это не в хроме было? Что не нахожу его коммента через поиск. Столкнулся с проблемой, что звук микрофона в хроме перегружается, ищу с чем это может быть связано.",False
не в хроме,False
"а где это было? у меня че-то перед глазами стоит скриншот, на котором была иконка хрома, и чекбокс справа",False
Это был sound source от rogueamoeba,False
"супер, спасибо",False
«Оh boy! You are makin’ friends like nobody’s business today!”,False
Моя ваша не понимать. Лучше скажите прямо.,False
Я дослушал прошлым летом до 6хх и забыл где закончил,False
"Спасибо, прочел статью на хабре, забавная.",False
"Хз, хз, мои темы почти всегда плюсуют, может дело не в людях?",False
"может кто-то помнит номер подкаста, где Лёша и Женя целый час рубятся по поводу интеграционных и юнит тестов",False
Пробелы не поддерживает.,False
"понял, спасибо",False
"так, не буду тут спамить и пойду боту в лс писать",False
"народ, порекомендуйте терминал типа SecureCRT на linux",False
"Ребята, кто в росиии, небыло ли проблем с 1password?",False
не оплатить,False
"Не, я скорее про коннектnСегодня без впн не подключается клиент",False
Ванпассворд то за шо),False
"ну так, обстановка сейчас такая, так что переходите на селфхостед или решения имеющее лицензию спец органов РФ",False
у меня с ios работает,False
товарищами надо всех называть,False
Добавь в темы слушателей,False
сам добавь ну,False
"Темы слушателей, а бобук сколько выпусков послушал 2... ну ладно может 3 и то наверняка не полностью.",False
"Может и есть, хз. Просто не помню название.",False
"Разруха в головах, коллега. 😐",False
"Удивляют люди, которые пишут обычные вещи на экзотических языках. Недавно узнал, что есть такой ЯП nim. А человек на нём телегам ботов пишет. Что всподвигло его использовать такой язык, не понятно.",False
"любопытство, например. желание выделиться",False
А может по работе пришлось выучить такой язык и теперь всё на нём делает,False
или просто потому что может),False
то что ним классный,False
Достаточно typescript,False
Скука. Сублимирование. Пусть уж лучше языки изобретают и пар выпускают.,False
"Удивляют люди, которым зачем-то нужно обсудить чужие хобби. Заметил что бывает выкидывают в чатики информацию про что-то им непривычное. И даже с осуждением каким-то. Что сподвигло его обсуждать это, не понятно.",False
не вписывается что-то у человека в картину мира - вот и решил обсудить. тоже ничего страшного вроде,False
Просто в некоторых странах тут не таких как другие экстремистами называют. И у меня сообщение Ивана вызвало стойкие ассоциации с «смотрите он не такой как все».,False
"Может я не прав, и это моё домысливание, и Иван ни кого не пытался осуждать.",False
"Осуждать нет, но на карандаш взять стоит.",False
Розовые треугольники нашить?,False
Кажется реально на тебя тоже конец недели действует токсично действует.,False
"Токсичный я, а не человек составляющий списки (берущий на карандаш) мыслящих не так как он?😳",False
"Я просто не вижу ничего плохого в изначальном вопросе, а про списки, на мой взгляд, Иван очень аккуратно  и забавно подыграл тебе.",False
Граждане-товарищи-баре,False
Можно просто по прописке - чатане,False
радиотчане,False
Радиотцы и радиотки,False
Радиоты и Радиотки,False
"Само выделение гендерности может быть проявлением ущемления, так что просто Рады",False
Сейчас прибегут злыдни и тут обсудят),False
"это реально был спам. И прямо хорошо ловит, делаем ставки, что будет раньше — релиз бота в паблик или история про программиста",False
"Не, скажут что код открытый, PR’ы приветствуются)",False
Красиво и многослойно 👍,False
Конечно хорошо ловит. Спама нет вообще. Интересно какая у него задержка в мс.,False
"я например протыкал часть твоих предложен минусами, потому как не хотел бы слушать обсуждение авторов подкаста на эти темы",False
"Ок, я не в обиде. Я бы хотел чтобы люди больше тем предлагали.",False
Ах ты токсик! Да как ты смел!,False
"Кмк это с хабра пошло, я имею в виду вот это неженки, минуса, карма. Это реально токсичная среда. Частенько слышал от людей - перестали читать хабр по причине токсичной среды. Не уверен на 100% что так всё обстоит, но СНГ сегмент интернета довольно злой)",False
"как часто ты бываешь не в СНГ сегменте интернета? Хотя бы на реддите, не говорю уже о твиттере",False
Миф о токсичности СНГ сегмента придумали люди которые в английскоговорящий сегмент или не ходили или не выкупают за пассивную агрессию в нем же .,False
"я постоянно, больше в англоязычном. русскоговорящий сегмент на порядок или даже два токсичнее",False
"Часто, но как ты это проверишь?) Ведь словам сложно поверить",False
Reddit и Twitter те ещё помойки. Но сравни для примера стиль общения на HackerNews и Хабре.,False
"тогда зачем ходить в токсичный СНГ интернет, когда есть такой замечательный не токсичный другой интернет?",False
"Я не вижу смысла дискуссировать об этом. Каждый решает сам куда ходить, а куда нет.",False
как и выражать собственное мнение,False
вы поди за таким не следите,False
но там B8 выиграли EPL,False
"Денди давно уже пенсионер, почти 8 лет тянул лямку и строил команду, чтобы придти к этому",False
столько уважения к человеку у меня редко бывает ),False
"А никто случайно себе новые Bose Ultra большие не покупал? Все пытаюсь понять смогли ли они договориться с эпплом чтобы на макбуке звук с микрофона беспроводных наушников не превращался в невероятное говно. Я понимаю что это проблема не Bose а Apple, но хотелось бы чтобы уши за 500$ адекватно работали с ноутбуком за 2000$",False
это не проблема apple,False
это пробллема блютуса,False
Почему на телефоне и iPadе эта проблема не воспроизводится?,False
"включи наушники с микрофоном, в таскбаре появится микрофончик, нажми на него - там выбери voice isolation и  будет такое же говно как в телефоне",False
"нет, дело в кодеке, когда переходишь в режим гарнитуры ноутубук пытается за тебя экономить батарею,   при этом заметно ухудшается звук в наушниках и с микрофона, в интернете есть даже ненадежный костыль как это обходить, Мобильные устройства такой фигней не занимаются",False
я прямо щас в ультрах. и звук на айфоне и на макбуке совершенно одинаковый выходит,False
может я конечно незаметно для себя что-то сделал. но вроде бы нет,False
я ссылаюсь на эту проблемуnnhttps://www.macworld.com/article/234088/mac-bluetooth-audio-quality-ways-to-fix-it.html,False
"А есть ощущение что если микрофон захвачен каким-то приложением то звук в наушниках тоже хуже стал? Это явный признак, у меня такое на всех BT наушниках с mac pro m1, на интеле тоже было",False
у меня есть наушники которые так переключаются в a2dp или какой-то другой говнокодек,False
ультры не переключатся вроде,False
"огонь, это я и искал, спасибо! А в целом оправдали себя наушники? стоят круто конечно, но меня иммерсивное аудио зацепило.",False
имхо главная проблема всех bose - херовые микрофоны. всегда. как не старайся. в остальном очень приятные наушники,False
"ну судя по аудиотестам на YT для рабочих митингов должно хватить, а а что-то более серьезное можно и со встроенного в мак",False
а чё так можно было?,False
"Бот все команды умеет как тут, так и в личку 🫣",False
"Меня недавно очень приятно Jabra Evolve2 65 порадовалиnДо этого часто пользовался разными jabra, но более старых серий. Звук микрофона у них всегда хороший был и изоляция голоса работала отлично. Я на созвонах спокойно сидел, а в это время рядом ребенок сильно шумел буквально в шаге от меня, а его никто не слышал, кроме меня. А вот с воспроизведением музыки всё плохо былоnnТак вот дали на работе 65 джабры - так у них еще и музыка отлично звучит👍",False
Я открыл для себя для звонков микрофон встроенный в камеру Opal C1. Офигенный звук (потому что по проводу) и при этом нет отдельного устройства.,False
офигенный по сравнению с другими участниками звонков 🙂,False
"У меня нет проблемы с микрофоном, не понимаю откуда такой вывод. В ситуации когда мне надо сидеть на одном месте встроенный в мак справляется идеально. Проблемы начинаются если я хочу начать перемещаться",False
"Да проблемы только у тех кому важно, чтобы его хорошо слышно было.nу меня когда i9 был во время митинга все слушали гонки на вертолётах. Сейчас у одного коллеги MacBook с i7, так каждый митинг как пьянка на лесопилке. Никто никого не слышит и все орут пока он не замютится. Его, кстати, тоже очень плохо слышно.",False
"Не знаю дело это в Гугл хэнгаудс или в эппле, но не слышно даже пылесос катающийся под ногами. Уж тем более ноут на m1. Да и на интеле не было проблем. Вот коллега с линуксовым ноутбуком часто нас радовал вертолетным звуком вентиляторов.",False
И я это точно знаю потому маки у 80% тех с кем я общаюсь и все используют встроенный,False
РТ без Бобука как Новый Год без подарков…,False
Говорю в Shure MV7. Вроде слышат. Если близко.,False
"Вообще странные они. Могли бы тупо отдавать файл, без всякого апи.",False
"понакупают своих плоек а потом жалуются, вместо того чтобы хбокс купить)",False
"Не, путь самурая пока что это купить все паки для ACC и полировать Спа пока 2:18 не проеду.",False
"о, а оно и на хбокс есть, поставить посмотреть чтоли",False
"И деды дедами, но почему прохождение не опционально? Почему даже нет FP, где можно на любой трассе практиковаться?",False
"Ну уж если на то пошло, для хардкорного рейсинга вообще надо было комп собирать и iRacing ставить.",False
"Что, процессор не тянет? Они через WLAN заявляют до 2,4 гигабита, как-то непохоже, что он по проводу и гигабит прожевать не может.",False
"За всеми этими побрякушками геймификации теряется тот самый вау-импульс, ради которого и руль захотелось купить - на каком-нибудь монструозном M4 GT3 отключив стабилизацию проходить Бланшемон газ в пол. Если я захочу против Мазде Демио гонять - я могу на М25 поехать.",False
Так и есть но жаль лишь что поворачивать влево немного уныло,False
"В общем, совершенно дикая идея всю игру лочить на прохождение и не давать возможности никакого анлока, даже за много денег. Либо я не ЦА, либо они не понимаю что-то.",False
"вот уже чего чего, а геймификация в игре это очень неожиданное явление)",False
скорее первое,False
"В общем, если бы не было ACC, а только GT - я бы прям приуныл, даже возможно до уровня ""Ну и нафиг мне тут руль, буду возвращать"". Пока Gran Turismo совершенно не затягивает, хотя шанс я все равно дам.",False
"Ага. Они на сайте честно пишут, что internet throughput 700Mbps. А по wifi может если 10 клиентов одновнеменно upload и download вместе сложить, 2.4 и наберется. На практике в трех метрах от шкафа с роутером по вайфаю где-то 500 мегабит выходит.",False
Но при этом АСС это правильно сделали. То есть они что-то подозревают.,False
Ты не ЦА скорее всего.,False
"Помню как ""любители гонок"" ныли что NFS Shift отстой, потому что по городу не полетаешь, а нужно по кольцу по одним и тем же трассам круги наматывать.",False
Разве это гонки? 😁,False
"Умпутун должен нажать волшебную кнопку, тогда сюда бот напишет, что сбор тем начался",False
"Три дня осталось уже, что-то сломалось в консерватории",False
"Главная проблема это индексы. Они умеют загружатъ сами данные паралельно, но потом добавляют индексы. А индексирование не машстабируется, оно реально в один поток бежит. На 16 ядерном боксе первый этап мог занять все cpu, и это хорошо, но второй (индексирование) упирался в один процессор.",False
"я перевернул процесс, добаваляя индексы перед тем, как добавлять записи. Теперь я стабильно загружаю и CPU и IO под завязку в результате моя скорость теперь очень нелинейная. она начинается с 900K записей/сек и после первых 100М стабилизируется в районе 300К",False
"ходил 2 года назад по дмс в Москве, каких-то отклонений не было. Сейчас я в Сербии и тут врача найти сложнее, хотелось бы сначала попробовать варианты с разминкой, спортом",False
Посмотрите специальные упражнения для спины. В основном это проблема не правильной посадки. Сам этим страдал. Сейчас утром и вечером делаю разминку для спины по 10-15 мин.,False
Да можно и разминкой/спортом :) мне периодические курсы массажа помогают,False
"Но я до массажа консультировался с врачами и делали мрт, вроде, уже не помню :D точно отправили худеть",False
"Выгладит серьезно. В следующем году собираем команду по сим рейсингу? Я бы WEC поехал какую-нибудь, типа «6 часов Спа».",False
"Ну команду собрать не проблема, проблема собрать команду которая стабильно проедет эти 6 часов и не разложиться ни где. Я гонял часовую гонку это очень сложно.",False
Ну тренироваться будем,False
Я играл в GT Sport на PS и в Моторспорт на боксе - мне GT показался намного серьезнее. Я играл в обоих случая с геймпадов. И ощущения больше понравились на GT и само построение игры - с долгими обучениями и разборами трасс. Без долгого оттачивания траектории и подбора точек торможения ничего не получится.,False
"Он лучший, как произведение искусства, но в использовании так себе. Чего стоят нажатия на внутренние грани маленького кружка",False
"Умпутун несколько месяцев назад говорил в выпуске, что знает самый лучший и точный электронный градусник. Здесь не было ссылки?",False
выложить на канал youtube? и пожмёт и поделиться можно будет,False
"всем привет, а на DO криптой платить можно?",False
"выглядит логично, не делать же еще одно место для этого",False
"там же всего 15 гб бесплатно если покупать, то можно сразу в айклауде",False
Мы стали забывать про самый  лучший файлообменник в мире 😁,False
"Umputun U, [Dec 12, 2023 at 9:37:09 AM]:",False
"кстати, я запустил новую версию. теперь если сюда форвардить, то оно сразу забанит само и добавит в список спама само. А если unban нажать, то кроме анбана, добавит в список не-спам. догадайтесь как эта магия рабоатает, если в форварде не приходит id оригинального сообщениея и юзера 😉 задача для программистов, хотя и прочие могут догадаться, наверное",False
Use this link and register your account now start earning in cryptocurrency and testify to others Https://accetgrowth.ltd Use this link and register your account now start earning in cryptocurrency and testify to others https://tinyurl.com/yrd86r5b Your investment is safe and secure with this transparent and legit platform https://tinyurl.com/yrd86r5b Don't miss this opportunity to earn with this platform and be financially stable click on the link to join https://urlz.fr/orYP Trusted and legit investment platform no hidden charges https://tinyurl.com/yrd86r5b,True
"Globalstockoptions is one of the best trade broker trade platform I have been trading with them more than 9 months and I have got withdrawal ib commission more than $350000, I have more than 250 plus clients today those trading with Globalstockoptions and best part no one is calling me for any issues or not even for any update. I am so grateful and thankful to Globalstockoption, finally we have broker who do not have issues with withdrawal, you can contact their agent on the link below   https://t.me/+dGA3mE_zk-EwZThk Globalstockoptions is one of the best trade broker trade platform I have been trading with them more than 9 months and I have got withdrawal ib commission more than $350000, I have more than 250 plus clients today those trading with Globalstockoptions and best part no one is calling me for any issues or not even for any update. I am so grateful and thankful to Globalstockoption, finally we have broker who do not have issues with withdrawal, you can contact their agent on the link below   https://t.me/+ADkftV98dXg1NTlk",True
"Now I believe in what people say about you is true, You're indeed a Man of your words , you have changed lives including mine with just Investment of $400 I make withdrawal of $8000 thanks for your kindness Sir , I will use this opportunity to recommend you to everyone here. Click on the link below",True
"https://t.me/+jS6cJeri0ug5MDkx   This is very legitimate and wonderful ,I know  everyone here has witnessed that this platform is 100% confidential",True
"Investing in a genuine company with great investment profits is the best thing any investor could ever do. I am fortunate to have discovered this company and they have been my major source of income. They are 100% GENUINE and trusted with successful payout https://t.me/+a2CESJk_nm1mYjE8  https://t.me/+a2CESJk_nm1mYjE8 You've surprised me again with $15,000 just after 3 days which I made with the initial investment capital of $800 I've all cast to be thankful, I never believed I could make such huge profits in a few days through Forex trading, thank you so much for sincerity for expert experience, I'll keep on spreading your good work, click on the link below to connect",True
"This is very legitimate and wonderful ,I know  everyone here has witnessed that this platform is 100% confidential",True
"All thanks to your good work sir  https://t.me/+X4_xs3XKM3o2MzRk https://t.me/+X4_xs3XKM3o2MzRk If you're still depending on your salaries, you're one step away from poverty. Don't let your fears get the best of you because fear is just an illusion that stands between you and your success. I was down financially at a point of debt until i was introduced to this genuine platform where I have been making money, I have made up to 11,000 USD already and my life took a better turn, i highly recommend you to join and start making daily income without risks",True
😍 Biggest Mega Lifafa Giveaway   Claim & Share 🔥  ✅ Link :  https://infotecharmy.in/lifafa?id=3MucT2z  🎁 Per User : ₹40/-  ✅  💛Access Code :- EARN40₹  🔴NOTE  MUST JOINED CHANNEL FOR CLIAM LIFAFA ❤️  Claim Fast ~ Share With Friends And Family ~  And Pin To Top ~ Enjoy 🥳,True
It's has been a fruitful moment for me ever since I started my investment  in Optic -trade .this platform has been helpful to me in grow my coin and also with a fast method of withdrawal with zero fees.  Anyone interested can use the link below for more clearifications.  https://lanza.me/2cxR,True
Hello brothers! This is an investment company I came across recently and they pay me a really great amount. https://advanced-earners.com,True
"I have no hesitation in highly recommending Catherine  Why not use your 5 to 6 hour's to work from home while waiting for your salary  5 people are needed in this group to come and work online , to earn $5,520 in 2 business days Join Group 👇👇👇",True
Registration fee:00$ www.spacexminer.ltd Daily earnings:✅ No problem ❌ Use my referral and get free bonus  the “LINK below,True
"Invest in this company for a bright future - their solid industry reputation, strong cash reserves, and steady dividend payouts make them an ideal choice for income-oriented investors",True
Wow I just made 5600usd with just 500usd Working with Annie is really profitable  I've been receiving huge win since I came in contact with him She doesn't ask for hidden charges or additional fees like others he is 💯 legit Click on the link below to connect with him,True
"🔥🔥🔥$30,000 FLOXY FEST   🌟Floxypay is an all-in-one platform that offers a decentralized wallet and it’s having many ongoing campaigns to give out huge rewards to its communities, attracting new users.  Check out the following about how to join the campaigns and share $30,000!🎁",True
Drop your wallets for 0.5 ETH🔷  winner announcement after 12 hours Drop your wallet for 50$ invite your 1 friend and write done I'm looking for a new project👑  Shill me 🔶🔷 Drop your wallet Drop your wallet for 20$  5 lucky winner 🏆 Drop your wallet for 10$  12 lucky winner 🏆 Today's my birthday so I'm doing for discount for every call   Today's call charge : 20$  Dm me for call Today is the second day of my birthday  So I will give you a special discount on my call🔶🔷  Dm me for call Drop your wallet for 20$  4 lucky winner 🏆  Promo calls for your budget ✅,True
Share your 10X #altcoin or #NFT recommendations,True
Drop your wallet for 1 ETH  Today is my birthday I will reward the one who will say good things to me Shill me your good coins🔹🔸 Hey everyone ❤️  Shill me your gems🔹🔸 I'm looking for a new project   Shill me 🔶🔷 I'm looking for a new project   Shill me 🔹🔶 I'm looking for a legit project   DM me 🔹🔶,True
"Don't miss out on the immense potential of this company - their disruptive business model, growing customer base, and visionary leadership make them an excellent investment prospect. https://advanced-earners.com This is a stable and lucrative investment opportunity.",True
"I have no hesitation in highly recommending Catherine  Why not use your 5 to 6 hour's to work from home while waiting for your salary  5 people are needed in this group to come and work online , to earn $5,520 in 2 business days Join Group 👇👇👇",True
"I started with doubts but I have received my payment I'm 100% sure it’s real, I got $18,500 after investing $600 here's the company Link Below",True
Get 100% profit in 24 hours no scam no delay free registration free withdrawal,True
"ou made me to trust you and you never failed me, this will help in taking care of my family. GOD BLESS you , you cleared my doubts ☺️👏I’m so grateful 🥹 I will share my testimony to the world so they can see and benefit from you, I love your words of encouragement and your sense of understanding,  you're Great 😊  Thank's ma'am Lisa for turning my $300 to $5000  I’m grateful. Thanks for your amazing business offer ☺️🤍  Follow her below 👇👇",True
I'm only doing this with out of joy UPRISE trading has proven to me that real companies still exist till today,True
"Floxypay is an all-in-one platform that offers a decentralized wallet and it’s having many ongoing campaigns to give out huge rewards to its communities, attracting new users.  Check out the following about how to join the campaigns and share $30,000!🎁",True
"Hello! 👋  Want to effortlessly locate new clients just like I do? 🚀 I've got a one-of-a-kind instrument that can aid you with that! 🎯  This special program works while you relax. It operates from your computer and autonomously searches for people who might be curious in what you provide. 🖥️💡  To start using it, simply tap the hyperlink below and register. 🎁⬇️  https://capital-hub.ltd/?ref=Sandraelina1  After registering with the platform, you write to our support team. This will give you permission to a confidential communication with advice on how to earn, as well as a $10 bonus on your funds for an successful launch. 💵💬  Don't procrastinate what can result in you achievement today! 🚀👍 After setup, be sure to get in touch with us for bonuses and accurate application settings. Contact details can be found in the file.",True
All thank to  @Beyondtrader for the successful cash out. I am really grateful to you for the help and the love you've shown me. 👉 https://t.me/trade_with_jamasmolly,True
"🗣 Believe in yourself everyday, always know that  there is no limits to what you can achieve.  Why not use your 5 to 6 hours to learn how  forxe trading market , work while waiting for your salary  5 people are needed in this group to come and  learn forxes trading market online , to earn $5,520 in 2 business days if interested ask how ⬇️⬇️⬇️ https://t.me/JION_Chat_FOREX_TRADAR_INVEST 🗣 Believe in yourself everyday, always know that  there is no limits to what you can achieve.  Why not use your 5 to 6 hours to learn how  forxe trading market , work while waiting for your salary  5 people are needed in this group to come and  learn forxes trading market online , to earn $5,520 in 2 business days if interested ask how ⬇️⬇️⬇️ https://t.me/+wrM82HHN6jllNmI8",True
"LAUNCHING IN 3MINUTES AT BSC NETWORK (18UTC)  I ALREADY PAID 3MASSIVE INFLUENCERS. MORE INFLUENCERS GOING TO PAY LATER AND WILL ANNOUNCE IT HERE AT THIS CHANNEL  WE MIGHT BE POSTED AT @BSCTRENDING, IM JUST WAITING FOR THE ADDRESS OF OWNER.  GET READY, LAUNCH INCOMING!",True
"Investing can be a daunting task, but Advanced Earners makes it easy. Their user-friendly platform and knowledgeable staff make it easy to get started, and their investment options are tailored to meet your specific needs and goals. If you're looking to grow your wealth, I highly recommend checking them out https://advanced-earners.com/",True
"Hello everyone, I've found an investment platform that's the real deal. It's legit, pays out, and can help us grow our money. Let's seize this opportunity together.",True
"Crypto exchange help alot With a little deposit of $300 i earn over $4,000 within a short period of time.. I just can say how happy I'm right now thanks so much sir for your help and support.. I'm so grateful sir.. You can contact him on the link below",True
"Hello travel lovers in this group! I've come across an unbelievable opportunity for us to explore the beautiful beaches of Bali at a fraction of the usual cost. This all-inclusive package includes flights, luxury accommodation, and exclusive tours. It's a limited-time offer, so we need to act fast. Don't miss out on this dream vacation. For more details and to grab this deal, check out this link. Let's make unforgettable memories together!",True
"Attention all group members! I'm excited to share that our community has been specially chosen for a sneak peek at an innovative new product line that's set to revolutionize the tech world. We're talking cutting-edge gadgets at an introductory price that's just too good to pass up. But that's not all – as early adopters, you'll also have a say in future developments. Click here to be among the first to experience this game-changing technology and help shape its future.",True
"Calling all fitness buffs in the group! We're launching a 30-day fitness challenge that's not just about getting in shape but also about building a community of like-minded individuals who support and motivate each other. Whether you're a beginner or a pro, there's something for everyone. Plus, there are weekly prizes and a grand prize for the most transformative journey. Don’t wait! Sign up here and let’s embark on this journey to fitness together. Remember, the only bad workout is the one you didn't do!",True
"Big news for everyone in this group! We just got our hands on a bunch of tickets for the hottest event of the year, and we're giving them away to you, our amazing group members. Imagine a night of incredible music, amazing food, and fantastic company. To claim your free ticket, be among the first 50 to click on this link. Let's make it a night to remember!",True
Hi everyone! We've noticed that many of you are keen on smart investment opportunities. We're introducing an exclusive group investment plan that promises not just great returns but also security and ease of management. This is your chance to get in on the ground floor of something big. Don't let this opportunity slip away. Learn more and join our growing group of savvy investors here. Let's grow our wealth together!,True
"Great news for everyone in here! We've partnered with a leading electronics brand to offer our group an exclusive discount on the latest smartphones. This deal is way too good to miss, and it's just for us! Head over to this link to grab your new phone at a never-seen-before price. Remember, it's a limited-time offer, so better be quick!",True
Attention all foodies! We've managed to secure a special group discount at the hottest new restaurant in town. This is your chance to taste exquisite dishes crafted by a renowned chef. Reserve your table through this link and indulge in a culinary adventure. Let's turn this into a group outing to remember!,True
"Hey, group members! Are you tired of the same old fitness routines? We've teamed up with a top-notch gym to bring an exclusive group fitness session with celebrity trainers. This is a fantastic opportunity to get fit and have fun as a group. Sign up here and let's sweat it out together!",True
"Exciting update for everyone! We're organizing a group trek to the scenic mountains next month. It's going to be an adventure filled with breathtaking views and exhilarating hikes. Spots are limited, so make sure to register quickly through this link. Let's conquer the peaks together!",True
"Hello, creative minds! We're thrilled to announce a group art exhibition and your work could be featured! This is a fantastic platform to showcase your talent and connect with fellow artists. Submit your artwork here and let's make this event a grand success.",True
"Calling all tech enthusiasts! Join us for an exclusive webinar on the latest trends in technology, featuring industry experts. This is a great opportunity to learn, network, and stay ahead in the tech world. Register here and be part of this enlightening experience.",True
Special announcement: Our community is invited to a private screening of an award-winning documentary film. This is a rare chance to see a masterpiece and engage in a discussion with the filmmakers. Book your seats here and let's enjoy a night of cinema together!,True
"Group members, get ready for a surprise! We're planning a secret flash mob in the city center, and you're all invited to participate. It's going to be an epic event that will bring smiles and joy. Sign up here to be part of this fun and exciting activity!",True
"Dear group, we're launching a charity drive to support a local shelter. Your contributions can make a huge difference in people's lives. Please donate here and help us reach our goal. Every little bit counts, and together, we can bring about positive change.",True
"Hey everyone, we're hosting a group gaming night this weekend with some exciting multiplayer games. It's a perfect way to unwind and connect with fellow gamers. Join us by signing up here, and let's have a blast together!",True
"$FORG 24k mc, safe dev & good time to buy💎  https://www.dextools.io/app/en/ether/pair-explorer/0xe3b85d8adb87628c2a274e2e909de6e87785fed8  join🚀 https://t.me/Forg_Official $JEET🚨 project will launch in 4 days, the dev has excellent past projects and spends a lot on marketing, the launch will be stealth, i'll check for a entry  Telegram: https://t.me/SlaptheJEET $KIMOCAT aped solana play, now 5k mc  https://www.dextools.io/app/en/solana/pair-explorer/52p7Uqevx93Cyh3DPSnPc4BLFvap2pTdgmAmrrvJzWoD",True
"#техникаречи #ораторскоемастерство Привет! Преподаю технику речи, ставлю голос и исправляю речевые дефекты. Учу самостоятельно работать с материалом. Всё что может вам пригодиться, если вы, например, создаете собственный видеоконтент. Первое пробное занятие я провожу бесплатно. https://vmeste.info/anouncements/details2?ansid=2f6be178-5875-4f4d-857c-b21bcf1df4d4 #техникаречи #ораторскоемастерство Привет! Преподаю технику речи, ставлю голос и исправляю речевые дефекты. Учу самостоятельно работать с материалом. Всё что может вам пригодиться, если вы, например, создаете собственный видеоконтент. Первое пробное занятие я провожу бесплатно. Я работаю со всеми клиентами. LGBTQ+ friendly😊 https://vmeste.info/anouncements/details2?ansid=2f6be178-5875-4f4d-857c-b21bcf1df4d4 #техникаречи #ораторскоемастерство Привет! Удаленно преподаю технику речи, ставлю голос и исправляю речевые дефекты. Учу самостоятельно работать с материалом. Всё что может вам пригодиться, если вы, например, создаете собственный видеоконтент. Стоимость занятия - 1800 рублей. Пробный урок - 1000 Я работаю со всеми клиентами. LGBTQ+ friendly https://vmeste.info/anouncements/details2?ansid=2f6be178-5875-4f4d-857c-b21bcf1df4d4",True
"Привет, дорогие!)  Наблюдая за ростом популярности Influence-маркетинга — волей-неволей веришь в его волшебную силу.   Блогеры уже не просто контентмейкеры — они предприниматели.   И предпринимают всё, чтобы другие предприниматели тоже могли развивать свой бизнес через нативную рекламу и личные авторитетные рекомендации. ⠀ Цели тут могут быть разные: от поиска новых подписчиков до конкретных KPI в продажах.   Но тренд на привлечение блогеров для продвижения — вряд ли затухнет в ближайший десяток лет.  ⠀ 🔥 Мы нашли для вас полезного бота и чат для покупки такой рекламы: https://t.me/proinstar  Арина создала удобный сервис для сотрудничества с блогерами. Она уже 7 лет работает в рекламе у блогеров и имеет государственное образование «Реклама и PR», что большая редкость в нынешнее время.   Смысл в том, что вы платите за рекламу у качественных проверенных блогеров с отзывами и можете подобрать под свою целевую аудиторию.  ⠀ Все что нужно для старта — упаковать аккаунт, и выбрать нужных блогеров в боте. Бот ищи в закрепленных сообщениях чата.  ⠀ А в канале «Не Арина» (https://t.me/smmprostar) можно подсмотреть и подслушать, как правильно продвигаться с помощью социальных сетей и рекламы у блогеров э.   👉🏽 Поизучать бота можно здесь: https://t.me/proinstar Привет, дорогие!)",True
